feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
0.0,0.015258138,0.0,0.0090905,0.003297384,0.0,0.02029752,0.0,0.0049207984,0.010880124,0.0,0.027078193,0.0,0.0022811322,0.008524716,0.0,0.0,0.0,0.003213584,0.0,0.005469003,0.0,0.0034473108,0.0,0.0,0.005825843,0.0013064535,0.007820299,0.033965398,0.0,0.0,0.020780822,0.008375611,0.02483816,0.012186882,0.0,0.0,0.031119173,0.0,0.011541888,0.0063196192,0.0,0.0060967114,0.0,0.0,0.0,0.0,0.0,0.0,0.039088286,0.0,0.0,0.0,0.03727311,0.028412385,0.0022312654,0.0,0.010406276,0.0,0.013272004,0.0,0.0,0.013673906,0.022898275
0.0,0.016493123,0.0,0.0062968223,0.0,0.0,0.012918217,0.0,0.0,0.020447277,0.0,0.027481455,0.0,0.0059730317,0.012630301,0.0,0.0,0.0,0.0021493905,0.0,0.0002696847,0.0,0.0,0.0,0.0,0.0047794906,0.004391962,0.0056306887,0.033367418,0.0,0.0,0.01651393,0.0069708694,0.018448262,0.011901448,0.0,0.0,0.033697385,0.0,0.011097941,0.005150875,0.0,0.009072561,0.0,0.0,0.0,0.0,0.0,0.0012686275,0.04559401,0.0,0.0,0.0,0.040591046,0.036395278,0.003744828,0.0,0.011756399,0.0,0.015866151,0.0,0.0,0.011305812,0.02021918
0.0,0.015258138,0.0,0.0090905,0.003297384,0.0,0.02029752,0.0,0.0049207984,0.010880124,0.0,0.027078193,0.0,0.0022811322,0.008524716,0.0,0.0,0.0,0.003213584,0.0,0.005469003,0.0,0.0034473108,0.0,0.0,0.005825843,0.0013064535,0.007820299,0.033965398,0.0,0.0,0.020780822,0.008375611,0.02483816,0.012186882,0.0,0.0,0.031119173,0.0,0.011541888,0.0063196192,0.0,0.0060967114,0.0,0.0,0.0,0.0,0.0,0.0,0.039088286,0.0,0.0,0.0,0.03727311,0.028412385,0.0022312654,0.0,0.010406276,0.0,0.013272004,0.0,0.0,0.013673906,0.022898275
0.0,0.016493123,0.0,0.0062968223,0.0,0.0,0.012918217,0.0,0.0,0.020447277,0.0,0.027481455,0.0,0.0059730317,0.012630301,0.0,0.0,0.0,0.0021493905,0.0,0.0002696847,0.0,0.0,0.0,0.0,0.0047794906,0.004391962,0.0056306887,0.033367418,0.0,0.0,0.01651393,0.0069708694,0.018448262,0.011901448,0.0,0.0,0.033697385,0.0,0.011097941,0.005150875,0.0,0.009072561,0.0,0.0,0.0,0.0,0.0,0.0012686275,0.04559401,0.0,0.0,0.0,0.040591046,0.036395278,0.003744828,0.0,0.011756399,0.0,0.015866151,0.0,0.0,0.011305812,0.02021918
0.0,0.015898235,0.0,0.0055201817,0.0,0.0014779846,0.00995635,0.0,0.0,0.022899909,0.0,0.026842026,0.0,0.008994038,0.014515022,0.0,0.0,0.0,0.0023671584,0.0,0.0,0.0,0.0,0.0,0.0,0.0052652895,0.0049534184,0.0034900352,0.03364039,0.0,0.0,0.015465604,0.0056055468,0.017019847,0.011893417,0.0,0.0,0.03227287,0.0,0.011509136,0.0052526835,0.0,0.010195026,0.0,0.0,0.0,0.0,0.0017382645,0.000890597,0.0465109,0.0,0.0,0.0,0.04230557,0.038403008,0.0036443134,0.0,0.012502432,0.0,0.017203502,0.0,0.0,0.010379889,0.01936511
0.0,0.01594055,0.0,0.009233389,0.003584777,0.0,0.0204578,0.0,0.0058664945,0.011534205,0.0,0.027448367,0.0,0.0017868769,0.009127339,0.0,0.0,0.0,0.0026269662,0.0,0.005534013,0.0,0.0040190695,0.0,0.0,0.0064694127,0.0021729632,0.0067940056,0.03495951,0.0,0.0,0.022253241,0.008268783,0.02423925,0.012419149,0.0,0.0,0.031239968,0.0,0.011219774,0.005527657,0.0,0.0070249736,0.0,0.0,0.0,0.0,0.0,0.0,0.03918005,0.0,0.0,0.0,0.036743145,0.02966334,0.0028229277,0.0,0.009656403,0.0,0.015245071,0.0,0.0,0.014853805,0.024476143
0.0,0.015898235,0.0,0.0055201817,0.0,0.0014779846,0.00995635,0.0,0.0,0.022899909,0.0,0.026842026,0.0,0.008994038,0.014515022,0.0,0.0,0.0,0.0023671584,0.0,0.0,0.0,0.0,0.0,0.0,0.0052652895,0.0049534184,0.0034900352,0.03364039,0.0,0.0,0.015465604,0.0056055468,0.017019847,0.011893417,0.0,0.0,0.03227287,0.0,0.011509136,0.0052526835,0.0,0.010195026,0.0,0.0,0.0,0.0,0.0017382645,0.000890597,0.0465109,0.0,0.0,0.0,0.04230557,0.038403008,0.0036443134,0.0,0.012502432,0.0,0.017203502,0.0,0.0,0.010379889,0.01936511
0.0,0.016585846,0.0,0.008886626,0.0036730815,0.0,0.018909018,0.0,0.0050497903,0.012313525,0.0,0.028480593,0.0,0.0035688218,0.007912348,0.0,0.0,0.0,0.004408222,0.0,0.0042095147,0.0,0.003494309,0.0,0.0,0.0061402633,0.0032533559,0.007597903,0.03565705,0.0,0.0,0.021416167,0.008659439,0.026029473,0.012599556,0.0,0.0,0.032366008,0.0,0.011896145,0.0065305596,0.0,0.008511618,0.0,0.0,0.0,0.0,0.0,0.0,0.038636673,0.0,0.0,0.0,0.035886053,0.030135399,0.0034077237,0.0,0.010169976,0.0,0.015192984,0.0,0.0,0.013828856,0.023292046
0.0,0.015993645,0.0,0.005111643,0.0,0.0006119016,0.010669354,0.0,0.0,0.021970343,0.0,0.027327606,0.0,0.008078371,0.013433698,0.0,0.0,0.0,0.0020038004,0.0,0.0,0.0,0.0,0.0,0.0,0.0051420247,0.0045458875,0.003439693,0.03329519,0.0,0.0,0.015086653,0.006339062,0.01793487,0.011951228,0.0,0.0,0.032848205,0.0,0.011343592,0.0052003544,0.0,0.009710735,0.0,0.0,0.0,0.0,0.00047283722,0.0012809912,0.046606462,0.0,0.0,0.0,0.041353907,0.037491977,0.0039200536,0.0,0.012114328,0.0,0.017210873,0.0,0.0,0.010439807,0.019765276
0.0,0.016585846,0.0,0.008886626,0.0036730815,0.0,0.018909018,0.0,0.0050497903,0.012313525,0.0,0.028480593,0.0,0.0035688218,0.007912348,0.0,0.0,0.0,0.004408222,0.0,0.0042095147,0.0,0.003494309,0.0,0.0,0.0061402633,0.0032533559,0.007597903,0.03565705,0.0,0.0,0.021416167,0.008659439,0.026029473,0.012599556,0.0,0.0,0.032366008,0.0,0.011896145,0.0065305596,0.0,0.008511618,0.0,0.0,0.0,0.0,0.0,0.0,0.038636673,0.0,0.0,0.0,0.035886053,0.030135399,0.0034077237,0.0,0.010169976,0.0,0.015192984,0.0,0.0,0.013828856,0.023292046
0.0,0.015993645,0.0,0.005111643,0.0,0.0006119016,0.010669354,0.0,0.0,0.021970343,0.0,0.027327606,0.0,0.008078371,0.013433698,0.0,0.0,0.0,0.0020038004,0.0,0.0,0.0,0.0,0.0,0.0,0.0051420247,0.0045458875,0.003439693,0.03329519,0.0,0.0,0.015086653,0.006339062,0.01793487,0.011951228,0.0,0.0,0.032848205,0.0,0.011343592,0.0052003544,0.0,0.009710735,0.0,0.0,0.0,0.0,0.00047283722,0.0012809912,0.046606462,0.0,0.0,0.0,0.041353907,0.037491977,0.0039200536,0.0,0.012114328,0.0,0.017210873,0.0,0.0,0.010439807,0.019765276
0.0,0.016307898,0.0,0.0090398155,0.003643291,0.0,0.02079302,0.0,0.005719056,0.011277868,0.0,0.028143274,0.0,0.0021916537,0.00766029,0.0,0.0,0.0,0.0037611707,0.0,0.0052306177,0.0,0.003363713,0.0,0.0,0.0045051198,0.0016467107,0.007317277,0.035578717,0.0,0.0,0.021772426,0.009789716,0.026206352,0.013511831,0.0,0.0,0.03214163,0.0,0.011186361,0.0060214866,0.0,0.007009156,0.0,0.0,0.0,0.0,0.0,0.0,0.039100766,0.0,0.0,0.0,0.036884286,0.030120168,0.0034297914,0.0,0.009761598,0.0,0.01426784,0.0,0.0,0.013893707,0.023929104
0.0,0.016346833,0.0,0.006078965,0.0,0.00079719396,0.011607694,0.0,0.0,0.021353776,0.0,0.027470127,0.0,0.0073509924,0.013600187,0.0,0.0,0.0,0.0021949797,0.0,0.00022231555,0.0,0.0,0.0,0.0,0.0055375732,0.0047036824,0.004268407,0.034071114,0.0,0.0,0.015888212,0.006252652,0.017620374,0.0116341915,0.0,0.0,0.03299747,0.0,0.012026741,0.005535006,0.0,0.010123695,0.0,0.0,0.0,0.0,0.0,0.001379572,0.04522243,0.0,0.0,0.0,0.040663093,0.0374748,0.004294104,0.0,0.011416276,0.0,0.017274475,0.0,0.0,0.01157518,0.020478055
0.0,0.016307898,0.0,0.0090398155,0.003643291,0.0,0.02079302,0.0,0.005719056,0.011277868,0.0,0.028143274,0.0,0.0021916537,0.00766029,0.0,0.0,0.0,0.0037611707,0.0,0.0052306177,0.0,0.003363713,0.0,0.0,0.0045051198,0.0016467107,0.007317277,0.035578717,0.0,0.0,0.021772426,0.009789716,0.026206352,0.013511831,0.0,0.0,0.03214163,0.0,0.011186361,0.0060214866,0.0,0.007009156,0.0,0.0,0.0,0.0,0.0,0.0,0.039100766,0.0,0.0,0.0,0.036884286,0.030120168,0.0034297914,0.0,0.009761598,0.0,0.01426784,0.0,0.0,0.013893707,0.023929104
0.0,0.016346833,0.0,0.006078965,0.0,0.00079719396,0.011607694,0.0,0.0,0.021353776,0.0,0.027470127,0.0,0.0073509924,0.013600187,0.0,0.0,0.0,0.0021949797,0.0,0.00022231555,0.0,0.0,0.0,0.0,0.0055375732,0.0047036824,0.004268407,0.034071114,0.0,0.0,0.015888212,0.006252652,0.017620374,0.0116341915,0.0,0.0,0.03299747,0.0,0.012026741,0.005535006,0.0,0.010123695,0.0,0.0,0.0,0.0,0.0,0.001379572,0.04522243,0.0,0.0,0.0,0.040663093,0.0374748,0.004294104,0.0,0.011416276,0.0,0.017274475,0.0,0.0,0.01157518,0.020478055
