feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
0.060699083,0.03136766,0.0,0.0,0.0,0.021602338,0.016136132,0.0,0.028266236,0.0,0.0,0.03404688,0.0,0.00048795622,0.0,0.040092874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051900577,0.014408996,0.0053009856,0.00036955718,0.022422638,0.0,0.02622218,0.054287393,0.04753286,0.013209899,0.0,0.0,0.0,0.017845392,0.0,0.0,0.0,0.0041865436,0.050247967,0.0,0.0039905617,0.017644584,0.0,0.009737277,0.007911703,0.01935769,0.07032053,0.014869595,0.0,0.036317155,0.0,0.08035816,0.032387383,0.0,0.0,0.016971067,0.0
0.058307465,0.031769417,0.0,0.0,0.0,0.019583099,0.016278032,0.0,0.030319668,0.0,0.0,0.027219415,0.0,0.0,0.000105030835,0.03617414,0.00065501314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008997818,0.017011173,0.008537868,0.0,0.020688646,0.0,0.025422169,0.046874326,0.044906903,0.0067991847,0.0,0.0,0.0,0.021545524,0.0,0.0,0.0,0.0030442132,0.05026613,0.0,0.006375198,0.015170343,0.0,0.0035790084,0.009326192,0.012984405,0.06904881,0.019321617,0.0,0.031782087,0.0,0.07702279,0.026706275,0.0,0.0,0.0128541235,0.0
0.060699083,0.03136766,0.0,0.0,0.0,0.021602338,0.016136132,0.0,0.028266236,0.0,0.0,0.03404688,0.0,0.00048795622,0.0,0.040092874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051900577,0.014408996,0.0053009856,0.00036955718,0.022422638,0.0,0.02622218,0.054287393,0.04753286,0.013209899,0.0,0.0,0.0,0.017845392,0.0,0.0,0.0,0.0041865436,0.050247967,0.0,0.0039905617,0.017644584,0.0,0.009737277,0.007911703,0.01935769,0.07032053,0.014869595,0.0,0.036317155,0.0,0.08035816,0.032387383,0.0,0.0,0.016971067,0.0
0.058307465,0.031769417,0.0,0.0,0.0,0.019583099,0.016278032,0.0,0.030319668,0.0,0.0,0.027219415,0.0,0.0,0.000105030835,0.03617414,0.00065501314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008997818,0.017011173,0.008537868,0.0,0.020688646,0.0,0.025422169,0.046874326,0.044906903,0.0067991847,0.0,0.0,0.0,0.021545524,0.0,0.0,0.0,0.0030442132,0.05026613,0.0,0.006375198,0.015170343,0.0,0.0035790084,0.009326192,0.012984405,0.06904881,0.019321617,0.0,0.031782087,0.0,0.07702279,0.026706275,0.0,0.0,0.0128541235,0.0
0.059226014,0.033257358,0.0,0.0,0.0,0.018638877,0.01638274,0.0,0.029921476,0.0,0.0,0.027127273,0.0,0.0,0.0,0.036691993,0.003406981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068193125,0.017406952,0.008014462,0.0,0.019162044,0.0,0.026811287,0.048636954,0.045565944,0.006791846,0.0,0.0,0.0,0.019722305,0.0,0.0,0.0,0.0017849198,0.049492683,0.0,0.0033758057,0.015589385,0.0,0.0054947576,0.009532637,0.013054582,0.06967377,0.020170983,0.0,0.031076135,0.0,0.07709898,0.027229687,0.0,0.0,0.012143964,0.0
0.062244676,0.031391766,0.0,0.0,0.0,0.022023411,0.01618078,0.0,0.028311407,0.0,0.0,0.034795288,0.0,0.0,0.0,0.03975829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004397411,0.015480835,0.004261501,0.00034769718,0.02019573,0.0,0.027184142,0.05198258,0.04633855,0.011349308,0.0,0.0,0.0,0.017245842,0.0,0.0,0.0,0.0041185077,0.051051475,0.0,0.0027274936,0.020115556,0.0,0.010300995,0.0073853005,0.018012408,0.06950432,0.017008675,0.0,0.036181312,0.0,0.079524465,0.031668894,0.0,0.0,0.015411779,0.0
0.059226014,0.033257358,0.0,0.0,0.0,0.018638877,0.01638274,0.0,0.029921476,0.0,0.0,0.027127273,0.0,0.0,0.0,0.036691993,0.003406981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068193125,0.017406952,0.008014462,0.0,0.019162044,0.0,0.026811287,0.048636954,0.045565944,0.006791846,0.0,0.0,0.0,0.019722305,0.0,0.0,0.0,0.0017849198,0.049492683,0.0,0.0033758057,0.015589385,0.0,0.0054947576,0.009532637,0.013054582,0.06967377,0.020170983,0.0,0.031076135,0.0,0.07709898,0.027229687,0.0,0.0,0.012143964,0.0
0.06164947,0.031620096,0.0,0.0,0.0,0.022270348,0.016617168,0.0,0.028569186,0.0,0.0,0.034773145,0.0,0.00030527357,0.0,0.03997446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036326533,0.013939079,0.0039075217,0.00044611003,0.022514395,0.0,0.02649898,0.05363925,0.047130473,0.012635576,0.0,0.0,0.0,0.017434336,0.0,0.0,0.0,0.0048614847,0.05093564,0.0,0.0035209856,0.018606657,0.0,0.010239591,0.007911665,0.01903924,0.071728654,0.01558576,0.0,0.036009766,0.0,0.08121595,0.031897113,0.0,0.0,0.017369695,0.0
0.0592717,0.03308659,0.0,0.0,0.0,0.019166503,0.016314412,0.0,0.029469226,0.0,0.0,0.02683603,0.0,0.0,0.0,0.036170546,0.003233402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066124215,0.017136876,0.0087129455,0.0,0.018825866,0.0,0.026795795,0.048657387,0.04549606,0.006574483,0.0,0.0,0.0,0.02076779,0.0,0.0,0.0,0.001942534,0.04933049,0.0,0.003801524,0.015159472,0.0,0.005356227,0.009699184,0.012933413,0.06985694,0.020686507,0.0,0.031191103,0.0,0.07698584,0.027176172,0.0,0.0,0.012229276,0.0
0.06164947,0.031620096,0.0,0.0,0.0,0.022270348,0.016617168,0.0,0.028569186,0.0,0.0,0.034773145,0.0,0.00030527357,0.0,0.03997446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036326533,0.013939079,0.0039075217,0.00044611003,0.022514395,0.0,0.02649898,0.05363925,0.047130473,0.012635576,0.0,0.0,0.0,0.017434336,0.0,0.0,0.0,0.0048614847,0.05093564,0.0,0.0035209856,0.018606657,0.0,0.010239591,0.007911665,0.01903924,0.071728654,0.01558576,0.0,0.036009766,0.0,0.08121595,0.031897113,0.0,0.0,0.017369695,0.0
