feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
0.015242036,0.10036631,0.0012784728,0.015251057,0.0255652,0.06557857,0.0,0.0,0.0,0.0,0.015377109,0.0,0.035075136,0.051969618,0.0,0.0057330853,0.027943727,0.016768463,0.04014462,0.0,0.0,0.0,0.00986726,0.0,0.0,0.010092085,0.021479562,0.046329234,0.0,0.0,0.0,0.05053889,0.006191106,0.0012094086,0.04217187,0.0,0.026891997,0.048296023,0.0,0.043460295,0.016962543,0.0,0.0,0.0,0.0,0.061087873,0.04583851,0.014007502,0.06882788,0.0,0.0,0.0,0.0072398884,0.021032637,0.04196679,0.0,0.0055674077,0.0,0.048632007,0.054400697,0.055175856,0.0,0.063863315,0.0
0.0135473255,0.09577594,0.008969452,0.0105588045,0.027183931,0.059354395,0.0,0.0,0.0,0.0,0.027910002,0.0,0.032280065,0.06307527,0.0,0.0023681833,0.03465086,0.004020753,0.033123758,0.0,0.0,0.0,0.0080163535,0.0,0.0,0.012414456,0.034879267,0.039935358,0.0,0.0,0.0,0.037361372,0.013775354,0.0,0.041795623,0.0,0.036637902,0.04702841,0.0,0.03647578,0.016102625,0.0,0.0,0.0,0.0,0.06574597,0.036317132,0.029635366,0.07379887,0.0,0.0,0.0,0.015454509,0.02074268,0.048556846,0.0,0.0041574407,0.0,0.03908782,0.048485994,0.053894296,0.0,0.067496866,0.0
0.015242036,0.10036631,0.0012784728,0.015251057,0.0255652,0.06557857,0.0,0.0,0.0,0.0,0.015377109,0.0,0.035075136,0.051969618,0.0,0.0057330853,0.027943727,0.016768463,0.04014462,0.0,0.0,0.0,0.00986726,0.0,0.0,0.010092085,0.021479562,0.046329234,0.0,0.0,0.0,0.05053889,0.006191106,0.0012094086,0.04217187,0.0,0.026891997,0.048296023,0.0,0.043460295,0.016962543,0.0,0.0,0.0,0.0,0.061087873,0.04583851,0.014007502,0.06882788,0.0,0.0,0.0,0.0072398884,0.021032637,0.04196679,0.0,0.0055674077,0.0,0.048632007,0.054400697,0.055175856,0.0,0.063863315,0.0
0.0135473255,0.09577594,0.008969452,0.0105588045,0.027183931,0.059354395,0.0,0.0,0.0,0.0,0.027910002,0.0,0.032280065,0.06307527,0.0,0.0023681833,0.03465086,0.004020753,0.033123758,0.0,0.0,0.0,0.0080163535,0.0,0.0,0.012414456,0.034879267,0.039935358,0.0,0.0,0.0,0.037361372,0.013775354,0.0,0.041795623,0.0,0.036637902,0.04702841,0.0,0.03647578,0.016102625,0.0,0.0,0.0,0.0,0.06574597,0.036317132,0.029635366,0.07379887,0.0,0.0,0.0,0.015454509,0.02074268,0.048556846,0.0,0.0041574407,0.0,0.03908782,0.048485994,0.053894296,0.0,0.067496866,0.0
0.008269013,0.09810461,0.008680304,0.009015322,0.026139252,0.057206694,0.0,0.0,0.0,0.0,0.024887588,0.0,0.03224282,0.059830613,0.0,0.0013407441,0.037828565,0.00536381,0.035111103,0.0,0.0,0.0,0.0062511414,0.0,0.0,0.011658201,0.035312504,0.04008143,0.0,0.0,0.0,0.037623268,0.014839698,0.0,0.04174632,0.0,0.036388405,0.04790073,0.0,0.03379412,0.015831202,0.0,0.0,0.0,0.0,0.06555713,0.036901236,0.028182896,0.07316839,0.0,0.0,0.0,0.01758666,0.022323992,0.048985474,0.0,0.0036653357,0.0,0.039003275,0.049108025,0.052226923,0.0,0.066555984,0.0
0.014513898,0.099648826,0.004359586,0.015014646,0.024068587,0.061913036,0.0,0.0,0.0,0.0,0.016373094,0.0,0.033815164,0.048612744,0.0,0.0052568233,0.030791095,0.013122052,0.039214145,0.0,0.0,0.0,0.009313561,0.0,0.0,0.009136705,0.025876028,0.045201547,0.0,0.0,0.0,0.050150145,0.007925132,0.0,0.043927226,0.0,0.028348092,0.049256507,0.0,0.042540513,0.016337542,0.0,0.0,0.0,0.0,0.062054988,0.044175193,0.013595612,0.06795231,0.0,0.0,0.0,0.008898467,0.020134406,0.043345038,0.0,0.0057826294,0.0,0.043979496,0.05244323,0.05401175,0.0,0.062203705,0.0
0.008269013,0.09810461,0.008680304,0.009015322,0.026139252,0.057206694,0.0,0.0,0.0,0.0,0.024887588,0.0,0.03224282,0.059830613,0.0,0.0013407441,0.037828565,0.00536381,0.035111103,0.0,0.0,0.0,0.0062511414,0.0,0.0,0.011658201,0.035312504,0.04008143,0.0,0.0,0.0,0.037623268,0.014839698,0.0,0.04174632,0.0,0.036388405,0.04790073,0.0,0.03379412,0.015831202,0.0,0.0,0.0,0.0,0.06555713,0.036901236,0.028182896,0.07316839,0.0,0.0,0.0,0.01758666,0.022323992,0.048985474,0.0,0.0036653357,0.0,0.039003275,0.049108025,0.052226923,0.0,0.066555984,0.0
0.013690238,0.100442976,0.0020544338,0.01657523,0.024335481,0.06250084,0.0,0.0,0.0,0.0,0.012572743,0.0,0.03591293,0.049308427,0.0,0.004636472,0.029297803,0.014761401,0.041709177,0.0,0.0,0.0,0.0099823065,0.0,0.0,0.010796126,0.022621384,0.04609727,0.0,0.0,0.0,0.050869495,0.0062641916,0.0030038892,0.04323444,0.0,0.026372254,0.04875168,0.0,0.04451226,0.017018927,0.0,0.0,0.0,0.0,0.058966827,0.047057927,0.0117178,0.06751724,0.0,0.0,0.0,0.0076124505,0.02135592,0.041669656,0.0,0.006645207,0.0,0.04726544,0.05564225,0.055013597,0.0,0.064061254,0.0
0.00790579,0.09787271,0.008977064,0.007860869,0.027200315,0.05747357,0.0,0.0,0.0,0.0,0.024725817,0.0,0.03192446,0.059793875,0.0,0.0,0.038092494,0.004320053,0.034339663,0.0,0.0,0.0,0.0053254515,0.0,0.0,0.010820255,0.035068315,0.039189994,0.0,0.0,0.0,0.038088016,0.014916835,0.0,0.042244088,0.0,0.03655713,0.04760538,0.0,0.034405723,0.017483294,0.0,0.0,0.0,0.0,0.064934194,0.037231013,0.028083067,0.07257007,0.0,0.0,0.0,0.017326184,0.021040898,0.04842861,0.0,0.0033394266,0.0,0.03729377,0.04932915,0.051395927,0.0,0.06472751,0.0
0.013690238,0.100442976,0.0020544338,0.01657523,0.024335481,0.06250084,0.0,0.0,0.0,0.0,0.012572743,0.0,0.03591293,0.049308427,0.0,0.004636472,0.029297803,0.014761401,0.041709177,0.0,0.0,0.0,0.0099823065,0.0,0.0,0.010796126,0.022621384,0.04609727,0.0,0.0,0.0,0.050869495,0.0062641916,0.0030038892,0.04323444,0.0,0.026372254,0.04875168,0.0,0.04451226,0.017018927,0.0,0.0,0.0,0.0,0.058966827,0.047057927,0.0117178,0.06751724,0.0,0.0,0.0,0.0076124505,0.02135592,0.041669656,0.0,0.006645207,0.0,0.04726544,0.05564225,0.055013597,0.0,0.064061254,0.0
0.00790579,0.09787271,0.008977064,0.007860869,0.027200315,0.05747357,0.0,0.0,0.0,0.0,0.024725817,0.0,0.03192446,0.059793875,0.0,0.0,0.038092494,0.004320053,0.034339663,0.0,0.0,0.0,0.0053254515,0.0,0.0,0.010820255,0.035068315,0.039189994,0.0,0.0,0.0,0.038088016,0.014916835,0.0,0.042244088,0.0,0.03655713,0.04760538,0.0,0.034405723,0.017483294,0.0,0.0,0.0,0.0,0.064934194,0.037231013,0.028083067,0.07257007,0.0,0.0,0.0,0.017326184,0.021040898,0.04842861,0.0,0.0033394266,0.0,0.03729377,0.04932915,0.051395927,0.0,0.06472751,0.0
0.015191495,0.099248916,0.0031561009,0.014612387,0.024270523,0.06258052,0.0,0.0,0.0,0.0,0.01499593,0.0,0.035313033,0.049484216,0.0,0.0054882616,0.030008534,0.012319373,0.038470246,0.0,0.0,0.0,0.009929112,0.0,0.0,0.007969671,0.025192576,0.04598348,0.0,0.0,0.0,0.050430283,0.006767809,0.0011216885,0.043873705,0.0,0.028446041,0.047709025,0.0,0.0430882,0.017514583,0.0,0.0,0.0,0.00012604217,0.06178877,0.044747695,0.013609429,0.06769772,0.0,0.0,0.0,0.008116777,0.019455077,0.043330334,0.0,0.005632447,0.0,0.044334184,0.05322002,0.054040696,0.0,0.062318,0.0
0.011460054,0.095716275,0.009198754,0.008704735,0.025903292,0.058059618,0.0,0.0,0.0,0.0,0.026347049,0.0,0.03122652,0.062357925,0.0,0.0025364072,0.035762127,0.0077763447,0.033285957,0.0,0.0,0.0,0.008808249,0.0,0.0,0.012089403,0.034739394,0.041900173,0.0,0.0,0.0,0.03693022,0.013154628,0.0,0.04031318,0.0,0.033845015,0.04668463,0.0,0.034159593,0.014364521,0.0,0.0,0.0,0.0,0.06530837,0.0340234,0.02859163,0.073792115,0.0,0.0,0.0,0.015321996,0.023674786,0.048967686,0.0,0.0032305068,0.0,0.042239483,0.047439724,0.05493713,0.0,0.067922205,0.0
0.015191495,0.099248916,0.0031561009,0.014612387,0.024270523,0.06258052,0.0,0.0,0.0,0.0,0.01499593,0.0,0.035313033,0.049484216,0.0,0.0054882616,0.030008534,0.012319373,0.038470246,0.0,0.0,0.0,0.009929112,0.0,0.0,0.007969671,0.025192576,0.04598348,0.0,0.0,0.0,0.050430283,0.006767809,0.0011216885,0.043873705,0.0,0.028446041,0.047709025,0.0,0.0430882,0.017514583,0.0,0.0,0.0,0.00012604217,0.06178877,0.044747695,0.013609429,0.06769772,0.0,0.0,0.0,0.008116777,0.019455077,0.043330334,0.0,0.005632447,0.0,0.044334184,0.05322002,0.054040696,0.0,0.062318,0.0
0.011460054,0.095716275,0.009198754,0.008704735,0.025903292,0.058059618,0.0,0.0,0.0,0.0,0.026347049,0.0,0.03122652,0.062357925,0.0,0.0025364072,0.035762127,0.0077763447,0.033285957,0.0,0.0,0.0,0.008808249,0.0,0.0,0.012089403,0.034739394,0.041900173,0.0,0.0,0.0,0.03693022,0.013154628,0.0,0.04031318,0.0,0.033845015,0.04668463,0.0,0.034159593,0.014364521,0.0,0.0,0.0,0.0,0.06530837,0.0340234,0.02859163,0.073792115,0.0,0.0,0.0,0.015321996,0.023674786,0.048967686,0.0,0.0032305068,0.0,0.042239483,0.047439724,0.05493713,0.0,0.067922205,0.0
0.014744304,0.09960599,0.003150368,0.013499672,0.02610406,0.06396678,0.0,0.0,0.0,0.0,0.015457342,0.0,0.035155036,0.050335802,0.0,0.0050918045,0.029401373,0.014777055,0.03796015,0.0,0.0,0.0,0.009911206,0.0,0.0,0.008564383,0.023114411,0.04702995,0.0,0.0,0.0,0.050402626,0.0063354215,0.0011375428,0.04321604,0.0,0.027338265,0.04826904,0.0,0.042854667,0.01826176,0.0,0.0,0.0,0.000532581,0.0618541,0.045020666,0.013483214,0.068611406,0.0,0.0,0.0,0.008618651,0.02038807,0.04321041,0.0,0.0056594997,0.0,0.04543089,0.053318024,0.054187957,0.0,0.06193229,0.0
0.010479405,0.09626979,0.009268837,0.008959366,0.026626965,0.05808299,0.0,0.0,0.0,0.0,0.026308741,0.0,0.032464918,0.061641484,0.0,0.0020113594,0.03610382,0.0062669655,0.032817386,0.0,0.0,0.0,0.007506681,0.0,0.0,0.0123511795,0.035020664,0.040809136,0.0,0.0,0.0,0.037191518,0.013476496,0.0,0.041229375,0.0,0.03507179,0.047583796,0.0,0.034687497,0.015277345,0.0,0.0,0.0,0.0,0.06534649,0.03519534,0.028481994,0.07337937,0.0,0.0,0.0,0.016177826,0.02300971,0.04898032,0.0,0.0030671686,0.0,0.04039948,0.047977377,0.05359993,0.0,0.067449324,0.0
0.014744304,0.09960599,0.003150368,0.013499672,0.02610406,0.06396678,0.0,0.0,0.0,0.0,0.015457342,0.0,0.035155036,0.050335802,0.0,0.0050918045,0.029401373,0.014777055,0.03796015,0.0,0.0,0.0,0.009911206,0.0,0.0,0.008564383,0.023114411,0.04702995,0.0,0.0,0.0,0.050402626,0.0063354215,0.0011375428,0.04321604,0.0,0.027338265,0.04826904,0.0,0.042854667,0.01826176,0.0,0.0,0.0,0.000532581,0.0618541,0.045020666,0.013483214,0.068611406,0.0,0.0,0.0,0.008618651,0.02038807,0.04321041,0.0,0.0056594997,0.0,0.04543089,0.053318024,0.054187957,0.0,0.06193229,0.0
0.010479405,0.09626979,0.009268837,0.008959366,0.026626965,0.05808299,0.0,0.0,0.0,0.0,0.026308741,0.0,0.032464918,0.061641484,0.0,0.0020113594,0.03610382,0.0062669655,0.032817386,0.0,0.0,0.0,0.007506681,0.0,0.0,0.0123511795,0.035020664,0.040809136,0.0,0.0,0.0,0.037191518,0.013476496,0.0,0.041229375,0.0,0.03507179,0.047583796,0.0,0.034687497,0.015277345,0.0,0.0,0.0,0.0,0.06534649,0.03519534,0.028481994,0.07337937,0.0,0.0,0.0,0.016177826,0.02300971,0.04898032,0.0,0.0030671686,0.0,0.04039948,0.047977377,0.05359993,0.0,0.067449324,0.0
0.014183546,0.099179074,0.005642104,0.014396397,0.026072001,0.06473236,0.0,0.0,0.0,0.0,0.019571502,0.0,0.032896042,0.04810457,0.0,0.0053722886,0.030632475,0.014540842,0.037310667,0.0,0.0,0.0,0.007407809,0.0,0.0,0.0094143255,0.024809077,0.046284538,0.0,0.0,0.0,0.052058563,0.006851926,0.0,0.04360828,0.0,0.028715331,0.05078841,0.0,0.042679705,0.018942267,0.0,0.0,0.0,0.0012347826,0.06590834,0.044487137,0.014345488,0.06729548,0.0,0.0,0.0,0.01121388,0.019649062,0.044227425,0.0,0.0061382097,0.0,0.04305976,0.05142121,0.05169559,0.0,0.059107926,0.0
