feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
0.0059128883,0.0,0.0,0.049004015,0.0,0.047062986,0.036925245,0.011152039,0.014440916,0.0,0.0,0.0,0.022073086,0.059069246,0.05453063,0.0,0.04245664,0.01730009,0.029931445,0.0,0.0,0.0,0.006480055,0.0,0.024157168,0.0,0.009635037,0.003598665,0.0,0.019670151,0.003663777,0.0,0.01850808,0.005146183,0.0,0.0,0.0,0.0,0.029230852,0.0,0.0,0.01150334,0.0018210278,0.0035845567,0.0,0.0,0.0,0.0,0.0048385523,0.018192526,0.0,0.00089088874,0.0,0.0,0.0,0.014435507,0.023560114,0.0,0.015047003,0.0,0.0,0.0,0.0,0.0039308164
0.004674779,0.0,0.0,0.041555375,0.0,0.047285795,0.034348693,0.016251296,0.016062075,0.0,0.0,0.0,0.017274177,0.05462805,0.051711537,0.0,0.04111171,0.016853914,0.030805327,0.0,0.0,0.0,0.015578214,0.0,0.024388853,0.0037946221,0.009869588,0.0074929865,0.0,0.018592067,0.0,0.0,0.017541898,0.008817013,0.0,0.002728045,0.0,0.0,0.029842481,0.0007665055,0.0,0.009347824,0.00396776,0.007823106,0.0,0.0,0.0,0.0,0.008414538,0.022519086,0.0,0.0,0.0,0.0,0.0,0.009925907,0.022954045,0.0,0.016506005,0.0,0.0,0.0,0.0,0.005093705
0.0059128883,0.0,0.0,0.049004015,0.0,0.047062986,0.036925245,0.011152039,0.014440916,0.0,0.0,0.0,0.022073086,0.059069246,0.05453063,0.0,0.04245664,0.01730009,0.029931445,0.0,0.0,0.0,0.006480055,0.0,0.024157168,0.0,0.009635037,0.003598665,0.0,0.019670151,0.003663777,0.0,0.01850808,0.005146183,0.0,0.0,0.0,0.0,0.029230852,0.0,0.0,0.01150334,0.0018210278,0.0035845567,0.0,0.0,0.0,0.0,0.0048385523,0.018192526,0.0,0.00089088874,0.0,0.0,0.0,0.014435507,0.023560114,0.0,0.015047003,0.0,0.0,0.0,0.0,0.0039308164
0.004674779,0.0,0.0,0.041555375,0.0,0.047285795,0.034348693,0.016251296,0.016062075,0.0,0.0,0.0,0.017274177,0.05462805,0.051711537,0.0,0.04111171,0.016853914,0.030805327,0.0,0.0,0.0,0.015578214,0.0,0.024388853,0.0037946221,0.009869588,0.0074929865,0.0,0.018592067,0.0,0.0,0.017541898,0.008817013,0.0,0.002728045,0.0,0.0,0.029842481,0.0007665055,0.0,0.009347824,0.00396776,0.007823106,0.0,0.0,0.0,0.0,0.008414538,0.022519086,0.0,0.0,0.0,0.0,0.0,0.009925907,0.022954045,0.0,0.016506005,0.0,0.0,0.0,0.0,0.005093705
0.0046661384,0.0,0.0,0.045368046,0.0,0.04703789,0.03440072,0.016626928,0.01822908,0.0,0.0,0.0,0.015612524,0.05565647,0.051929656,0.0,0.039942466,0.017660217,0.029573575,0.0,0.0,0.0,0.013122672,0.0,0.020992905,0.0024498242,0.011323892,0.0064330706,0.0,0.019302286,0.0,0.0,0.017973006,0.009696861,0.0,0.00069003063,0.0,0.0,0.030162618,0.00048784772,0.0,0.00978293,0.0065278034,0.0088167405,0.0,0.0,0.0,0.0,0.006534025,0.023309637,0.0,0.0,0.0,0.0,0.0,0.010650923,0.025589947,0.0,0.01651621,0.0,0.0,0.0,0.0,0.0028905678
0.0043636505,0.0,0.0,0.049701158,0.0,0.043477613,0.036979135,0.014371466,0.0140776,0.0,0.0,0.0,0.020553954,0.05641954,0.052262735,0.0,0.0412324,0.019574864,0.026885202,0.0,0.0,0.0,0.00773457,0.0017697031,0.024733951,0.0009640353,0.01248222,0.0035484296,0.0,0.018600946,0.002161838,0.0,0.01749762,0.003867056,0.0,0.0,0.0,0.0,0.027024034,0.0,0.0,0.010799123,0.0007888286,0.0064930823,0.0,0.0,0.0,0.0,0.004486862,0.017389344,0.0,0.001598272,0.0,0.0,0.0,0.0141880475,0.023881711,0.0,0.011055345,0.0,0.0,0.0,0.0,0.0041964035
0.0046661384,0.0,0.0,0.045368046,0.0,0.04703789,0.03440072,0.016626928,0.01822908,0.0,0.0,0.0,0.015612524,0.05565647,0.051929656,0.0,0.039942466,0.017660217,0.029573575,0.0,0.0,0.0,0.013122672,0.0,0.020992905,0.0024498242,0.011323892,0.0064330706,0.0,0.019302286,0.0,0.0,0.017973006,0.009696861,0.0,0.00069003063,0.0,0.0,0.030162618,0.00048784772,0.0,0.00978293,0.0065278034,0.0088167405,0.0,0.0,0.0,0.0,0.006534025,0.023309637,0.0,0.0,0.0,0.0,0.0,0.010650923,0.025589947,0.0,0.01651621,0.0,0.0,0.0,0.0,0.0028905678
0.004083311,0.0,0.0,0.05062815,0.0,0.04367981,0.03766493,0.01477202,0.013678309,0.0,0.0,0.0,0.020403748,0.055465996,0.05183155,0.0,0.040402804,0.019490806,0.02580295,0.0,0.0,0.0,0.00807172,0.0017761022,0.02496883,0.0018889748,0.012852579,0.0038731312,0.0,0.01791874,0.002879753,0.0,0.017395454,0.0025618155,0.0,0.0,0.0,0.0,0.027172202,0.0,0.0,0.010353509,0.0012810631,0.004940426,0.0,0.0,0.0,0.0,0.0039140806,0.016845465,0.0,0.0007677777,0.0,0.0,0.0,0.013200214,0.023464695,0.0,0.011157876,0.0,0.0,0.0,0.0,0.005194763
0.0053790836,0.0,0.0,0.04449724,0.0,0.047615673,0.034804028,0.013815558,0.01872022,0.0,0.0,0.0,0.017152356,0.056509957,0.052553553,0.0,0.041345432,0.018978862,0.030690653,0.0,0.0,0.0,0.011889419,0.0,0.022203794,0.0018862986,0.01122476,0.0061684307,0.0,0.018897552,0.0,0.0,0.0176786,0.008320387,0.0,0.0,0.0,0.0,0.030672815,0.0,0.0,0.010120439,0.005397167,0.009213535,0.0,0.0,0.0,0.0,0.0049339226,0.021315575,0.0,0.0,0.0,0.0,0.0,0.012450203,0.02452008,0.0,0.016789664,0.0,0.0,0.0,0.0,0.0021241598
0.004083311,0.0,0.0,0.05062815,0.0,0.04367981,0.03766493,0.01477202,0.013678309,0.0,0.0,0.0,0.020403748,0.055465996,0.05183155,0.0,0.040402804,0.019490806,0.02580295,0.0,0.0,0.0,0.00807172,0.0017761022,0.02496883,0.0018889748,0.012852579,0.0038731312,0.0,0.01791874,0.002879753,0.0,0.017395454,0.0025618155,0.0,0.0,0.0,0.0,0.027172202,0.0,0.0,0.010353509,0.0012810631,0.004940426,0.0,0.0,0.0,0.0,0.0039140806,0.016845465,0.0,0.0007677777,0.0,0.0,0.0,0.013200214,0.023464695,0.0,0.011157876,0.0,0.0,0.0,0.0,0.005194763
0.0053790836,0.0,0.0,0.04449724,0.0,0.047615673,0.034804028,0.013815558,0.01872022,0.0,0.0,0.0,0.017152356,0.056509957,0.052553553,0.0,0.041345432,0.018978862,0.030690653,0.0,0.0,0.0,0.011889419,0.0,0.022203794,0.0018862986,0.01122476,0.0061684307,0.0,0.018897552,0.0,0.0,0.0176786,0.008320387,0.0,0.0,0.0,0.0,0.030672815,0.0,0.0,0.010120439,0.005397167,0.009213535,0.0,0.0,0.0,0.0,0.0049339226,0.021315575,0.0,0.0,0.0,0.0,0.0,0.012450203,0.02452008,0.0,0.016789664,0.0,0.0,0.0,0.0,0.0021241598
0.0056949933,0.0,0.0,0.050489634,0.0,0.04297619,0.038522284,0.014418985,0.013229094,0.0,0.0,0.0,0.021866208,0.056920245,0.0521263,0.0,0.04141389,0.018975228,0.027847592,0.0,0.0,0.0,0.008312542,0.0025565575,0.025099674,0.0032676675,0.013492687,0.0030059908,0.0,0.019665387,0.0019981114,0.0,0.01826926,0.0039409846,0.0,0.0,0.0,0.0,0.027168654,0.00019247504,0.0,0.011645509,0.00011147023,0.0066858986,0.0,0.0,0.0,0.0,0.005010509,0.016296845,0.0,0.00085131824,0.0,0.0,0.0,0.012954377,0.023710782,0.0,0.010504791,0.0,0.0,0.0,0.0,0.005192156
0.0058685453,0.0,0.0,0.04455243,0.0,0.049017526,0.036928367,0.014277933,0.019737853,0.0,0.0,0.0,0.018508656,0.056716647,0.05298399,0.0,0.04193655,0.01882219,0.032617763,0.0,0.0,0.0,0.010929229,0.0,0.024089288,0.002511995,0.010574393,0.0044131773,0.0,0.020026537,0.0,0.0,0.018445604,0.009446839,0.0,0.0,0.0,0.0,0.029318266,0.0,0.0,0.010716879,0.0061388966,0.008824244,0.0,0.0,0.0,0.0,0.0065001477,0.022912938,0.0,0.0,0.0,0.0,0.0,0.014632528,0.024267083,0.0,0.0162883,0.0,0.0,0.0,0.0,0.0017530126
0.0056949933,0.0,0.0,0.050489634,0.0,0.04297619,0.038522284,0.014418985,0.013229094,0.0,0.0,0.0,0.021866208,0.056920245,0.0521263,0.0,0.04141389,0.018975228,0.027847592,0.0,0.0,0.0,0.008312542,0.0025565575,0.025099674,0.0032676675,0.013492687,0.0030059908,0.0,0.019665387,0.0019981114,0.0,0.01826926,0.0039409846,0.0,0.0,0.0,0.0,0.027168654,0.00019247504,0.0,0.011645509,0.00011147023,0.0066858986,0.0,0.0,0.0,0.0,0.005010509,0.016296845,0.0,0.00085131824,0.0,0.0,0.0,0.012954377,0.023710782,0.0,0.010504791,0.0,0.0,0.0,0.0,0.005192156
0.0058685453,0.0,0.0,0.04455243,0.0,0.049017526,0.036928367,0.014277933,0.019737853,0.0,0.0,0.0,0.018508656,0.056716647,0.05298399,0.0,0.04193655,0.01882219,0.032617763,0.0,0.0,0.0,0.010929229,0.0,0.024089288,0.002511995,0.010574393,0.0044131773,0.0,0.020026537,0.0,0.0,0.018445604,0.009446839,0.0,0.0,0.0,0.0,0.029318266,0.0,0.0,0.010716879,0.0061388966,0.008824244,0.0,0.0,0.0,0.0,0.0065001477,0.022912938,0.0,0.0,0.0,0.0,0.0,0.014632528,0.024267083,0.0,0.0162883,0.0,0.0,0.0,0.0,0.0017530126
