feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
0.0061853873,0.014479374,0.03011307,0.0019774276,0.053541023,0.0,0.016689297,0.0,0.0,0.0,0.032396335,0.0,0.00620002,0.032666173,0.044077203,0.024056248,0.025212996,0.0,0.0,0.0,0.0,0.014711709,0.010166691,0.008692719,0.0,0.0,0.052221127,0.0,0.0,0.0121011045,0.00741343,0.0,0.0,0.0,0.050211944,0.005051247,0.0,0.0,0.032568213,0.0008690392,0.013219638,0.03803379,0.0,0.0,0.0016414677,0.011661675,0.021388724,0.0,0.028492462,0.009082111,0.0,0.0019428718,0.0,0.0,0.013159582,0.0,0.0,0.0525575,0.0,0.0,0.058933802,0.021244515,0.0,0.017949607
0.009828074,0.01514688,0.036140464,0.0,0.05318405,0.0,0.016139984,0.0,0.0,0.0,0.03380117,0.0,0.0074892836,0.030346885,0.04669293,0.022203859,0.030651227,0.0,0.0,0.0,0.0,0.015606524,0.010403649,0.0145105,0.0,0.0,0.055632755,0.0,0.0,0.017972793,0.007525894,0.0,0.0014072452,0.0,0.051346753,0.0024526347,0.001988478,0.0,0.03819886,0.0068530934,0.012787176,0.038411535,0.0,0.0,0.0,0.010633774,0.02427267,0.0,0.033215716,0.0073278015,0.0,0.0012593116,0.0,0.0,0.017550688,0.0,0.0,0.049687386,0.0,0.0,0.06460246,0.024849609,0.0,0.018088847
0.0061853873,0.014479374,0.03011307,0.0019774276,0.053541023,0.0,0.016689297,0.0,0.0,0.0,0.032396335,0.0,0.00620002,0.032666173,0.044077203,0.024056248,0.025212996,0.0,0.0,0.0,0.0,0.014711709,0.010166691,0.008692719,0.0,0.0,0.052221127,0.0,0.0,0.0121011045,0.00741343,0.0,0.0,0.0,0.050211944,0.005051247,0.0,0.0,0.032568213,0.0008690392,0.013219638,0.03803379,0.0,0.0,0.0016414677,0.011661675,0.021388724,0.0,0.028492462,0.009082111,0.0,0.0019428718,0.0,0.0,0.013159582,0.0,0.0,0.0525575,0.0,0.0,0.058933802,0.021244515,0.0,0.017949607
0.009828074,0.01514688,0.036140464,0.0,0.05318405,0.0,0.016139984,0.0,0.0,0.0,0.03380117,0.0,0.0074892836,0.030346885,0.04669293,0.022203859,0.030651227,0.0,0.0,0.0,0.0,0.015606524,0.010403649,0.0145105,0.0,0.0,0.055632755,0.0,0.0,0.017972793,0.007525894,0.0,0.0014072452,0.0,0.051346753,0.0024526347,0.001988478,0.0,0.03819886,0.0068530934,0.012787176,0.038411535,0.0,0.0,0.0,0.010633774,0.02427267,0.0,0.033215716,0.0073278015,0.0,0.0012593116,0.0,0.0,0.017550688,0.0,0.0,0.049687386,0.0,0.0,0.06460246,0.024849609,0.0,0.018088847
0.007844123,0.014986966,0.03559055,0.0,0.0528263,0.0,0.016069306,0.0,0.0,0.0,0.031641252,0.0,0.0062144594,0.02775595,0.047585167,0.022870043,0.032555275,0.0,0.0,0.0,0.0,0.014143181,0.008650981,0.014456726,0.0,0.0,0.055071734,0.0,0.0,0.017781053,0.006942704,0.0,0.0029680151,0.0,0.05050833,0.0007085988,0.0010819221,0.0,0.03519398,0.0058665564,0.013007067,0.036120955,0.0,0.0,0.0,0.01117879,0.02542885,0.0,0.032408632,0.0097845225,0.0,0.0,0.0,0.0,0.017772285,0.0,0.0,0.050263498,0.0,0.0,0.06460974,0.023836983,0.0,0.017080419
0.0074051516,0.013587694,0.031419456,0.002553164,0.05509696,0.0,0.018505167,0.0,0.0,0.0,0.030313175,0.0,0.008319538,0.033830553,0.046717256,0.023983255,0.026862927,0.0018105311,0.0,0.0,0.0,0.014471023,0.012293173,0.0119313765,0.0005785506,0.0,0.052691847,0.0,0.0,0.011088727,0.008068114,0.0,0.0,0.0,0.048518337,0.004590234,0.0,0.0,0.033884384,0.0,0.011652283,0.038989,0.0,0.0,0.004157645,0.013070637,0.023191802,0.0,0.030435998,0.007196619,0.0,0.0011763282,0.0,0.0,0.014234949,0.0,0.0,0.05312082,0.0,0.0,0.059652563,0.023336336,0.0,0.016280945
0.007844123,0.014986966,0.03559055,0.0,0.0528263,0.0,0.016069306,0.0,0.0,0.0,0.031641252,0.0,0.0062144594,0.02775595,0.047585167,0.022870043,0.032555275,0.0,0.0,0.0,0.0,0.014143181,0.008650981,0.014456726,0.0,0.0,0.055071734,0.0,0.0,0.017781053,0.006942704,0.0,0.0029680151,0.0,0.05050833,0.0007085988,0.0010819221,0.0,0.03519398,0.0058665564,0.013007067,0.036120955,0.0,0.0,0.0,0.01117879,0.02542885,0.0,0.032408632,0.0097845225,0.0,0.0,0.0,0.0,0.017772285,0.0,0.0,0.050263498,0.0,0.0,0.06460974,0.023836983,0.0,0.017080419
0.0062609934,0.013414147,0.03018587,0.0016633221,0.05490744,0.0,0.018402705,0.0,0.0,0.0,0.0309547,0.0,0.006014779,0.034085885,0.045041267,0.022918005,0.02574197,0.0,0.0,0.0,0.0,0.015387613,0.011537842,0.011278805,0.001988669,0.0,0.05298444,0.0,0.0,0.011761084,0.007309382,0.0,0.0,0.0,0.04947099,0.006534058,0.0,0.0,0.03417871,0.0,0.012600142,0.037820484,0.0,0.0,0.0046759546,0.012698033,0.022599887,0.0,0.030600663,0.007858379,0.0,0.002609405,0.0,0.0,0.012442991,0.0,0.0,0.054242805,0.0,0.0,0.059368104,0.022625916,0.0,0.017095648
0.0066235433,0.015402974,0.035599377,0.0,0.053422023,0.0,0.016397916,0.0,0.0,0.0,0.032372005,0.0,0.00548914,0.028559495,0.046651505,0.023001287,0.032726903,0.0,0.0,0.0,0.0,0.016239777,0.00681381,0.0128771085,0.0,0.0,0.055194855,0.0,0.0,0.01763647,0.0060919635,0.0,0.0032642558,0.0,0.051149134,0.00032935728,0.0011029299,0.0,0.034409612,0.004497239,0.013670985,0.034288265,0.0,0.0,0.0,0.011063013,0.026715804,0.0,0.032563075,0.010339539,0.0,0.0,0.0,0.0,0.017446393,0.00018964056,0.0,0.050503403,0.0,0.0,0.064921394,0.022622459,0.0,0.017757557
0.0062609934,0.013414147,0.03018587,0.0016633221,0.05490744,0.0,0.018402705,0.0,0.0,0.0,0.0309547,0.0,0.006014779,0.034085885,0.045041267,0.022918005,0.02574197,0.0,0.0,0.0,0.0,0.015387613,0.011537842,0.011278805,0.001988669,0.0,0.05298444,0.0,0.0,0.011761084,0.007309382,0.0,0.0,0.0,0.04947099,0.006534058,0.0,0.0,0.03417871,0.0,0.012600142,0.037820484,0.0,0.0,0.0046759546,0.012698033,0.022599887,0.0,0.030600663,0.007858379,0.0,0.002609405,0.0,0.0,0.012442991,0.0,0.0,0.054242805,0.0,0.0,0.059368104,0.022625916,0.0,0.017095648
